geoid_tract,vintage,total_population,median_age,race_white,race_black,race_asian,race_hispanic,median_household_income,poverty_count,median_home_value,owner_occupied_units,renter_occupied_units,median_gross_rent,total_housing_units
48453002004,2021,2624,30.9,1887,146,214,612,59542,424,379500,181,1735,1412,2087
48453002006,2021,2314,28.4,2081,34,14,798,60409,386,442900,78,1127,1368,1415
48453002007,2021,2283,30.1,1756,126,133,485,80833,131,551700,497,831,1604,1387
48453002104,2021,2775,36.6,2361,71,23,854,96466,521,399200,707,431,1637,1216
48453002105,2021,4486,35.8,2285,748,96,2175,41611,1316,359900,330,1766,1141,2314
48453002106,2021,3045,40.3,1973,121,97,1149,115160,366,377300,970,288,1496,1265
48453002107,2021,5199,35.2,3002,575,42,2603,87143,442,351100,1162,556,1437,1775
48453002108,2021,3965,30.8,1301,1458,132,1491,49083,577,355100,630,1061,1162,1919
48453002109,2021,3918,35.9,2336,1114,63,882,76836,582,374700,1028,637,1281,1736
48453002110,2021,3937,33.4,1419,1033,77,1676,65506,825,349100,678,641,1513,1523
48453002111,2021,4928,36.7,3189,223,63,3221,71820,1208,350200,979,960,1214,2048
48453002112,2021,6002,33.0,3418,1027,269,2910,55286,1302,359400,732,1362,1172,2343
48453002113,2021,3521,39.2,2071,595,34,820,100625,342,375100,918,362,1327,1349
48453002201,2021,2530,27.6,488,989,23,1212,60424,664,268500,399,358,1571,768
48453002211,2021,4399,33.6,1856,705,62,2944,88750,365,219800,882,432,1620,1348
48453002213,2021,4147,29.7,1648,371,36,2959,61481,778,112800,1228,144,863,1415
48453002214,2021,3888,31.2,1549,539,11,2244,65579,440,,763,91,1819,854
48453002215,2021,3020,30.2,645,506,0,2377,50527,782,180600,729,138,,944
48453002216,2021,8878,35.4,3575,971,237,5427,77299,731,201900,2887,412,1882,3358
48453002217,2021,6170,27.3,2358,1591,97,3291,88694,552,187500,1496,216,1194,1830
48453002218,2021,4628,31.7,1443,1344,0,2120,92805,424,189800,1290,284,1630,1584
48453002219,2021,6003,35.2,3023,660,61,3682,78615,783,196900,1595,191,1448,1880
48453002220,2021,2767,26.0,1000,541,0,2068,41489,506,,192,629,1192,821
48453002221,2021,1921,34.3,71,289,0,1527,74138,630,,354,262,1194,712
48453002222,2021,3300,28.6,380,1852,0,1272,51523,124,153900,608,502,1356,1110
48453002304,2021,3835,29.4,2848,61,292,1060,89435,157,572100,61,2560,1725,2888
48453002307,2021,5000,35.6,2991,499,262,1702,51051,1115,325800,516,2202,1163,2838
48453002310,2021,2651,27.8,1010,176,0,2066,50288,372,70700,427,402,1110,915
48453002313,2021,3795,29.2,2031,476,159,1851,48891,799,324500,262,1615,1242,2016
48453002314,2021,5647,29.1,3597,996,88,2899,63990,986,269700,214,2409,1294,2839
48453002315,2021,2794,30.9,1442,352,162,1619,41714,668,117300,287,1221,1145,1583
48453002316,2021,4221,29.2,2144,636,124,2261,39124,994,,10,2199,1161,2373
48453002319,2021,2655,33.8,1046,738,27,1014,,26,,0,0,,0
48453002320,2021,4205,30.3,2289,321,97,2382,70859,1070,308900,563,890,1233,1512
48453002321,2021,3440,33.1,2263,163,50,2538,38602,710,212200,740,664,1092,1500
48453002322,2021,2242,27.2,1573,92,17,1119,59840,275,347500,69,1287,1385,1507
48453002323,2021,4773,29.4,3259,634,280,1806,46552,710,451600,404,1281,1014,1730
48453002324,2021,1247,23.7,497,211,198,341,55064,422,,0,380,1331,498
48453002325,2021,3880,30.5,2725,287,37,2734,61240,736,247200,807,658,1161,1580
48453002326,2021,1057,22.7,505,229,132,435,40093,439,,44,330,895,374
48453002327,2021,5185,24.2,2487,863,395,2699,22842,2880,,152,1848,984,2220
48453002403,2021,2307,34.8,1731,93,95,813,74880,378,294900,595,518,1412,1149
48453002407,2021,8352,36.0,6438,601,137,2389,76895,682,359200,1584,1880,1524,3824
48453002409,2021,3327,35.7,2506,122,27,1338,87356,505,325400,967,455,1661,1538
48453002410,2021,3725,37.3,2793,156,111,1727,54878,622,311200,504,1273,1274,1798
48453002411,2021,6114,33.6,3437,559,4,5134,47885,1468,142500,677,949,1269,1682
48453002412,2021,4876,34.5,2237,172,0,4018,63633,1169,188500,886,495,1791,1422
48453002413,2021,3442,36.0,1122,628,17,2340,42270,889,169400,328,840,1266,1168
48453002419,2021,3936,27.9,2001,508,162,2739,44020,495,,5,1803,1153,1928
48453002422,2021,8201,36.7,6568,584,322,3579,75752,563,315600,1619,1630,1295,3413
48453002423,2021,6302,36.6,4950,405,228,2480,86759,417,286800,1844,916,1831,2960
48453002424,2021,3563,37.7,3109,159,65,1395,59971,867,258800,830,767,1370,1704
48453002430,2021,2534,28.9,1845,175,109,1523,88505,90,,645,192,897,847
48453002432,2021,4056,33.8,1926,187,263,2623,103047,170,303200,1181,187,1761,1467
48453002434,2021,1872,38.6,988,88,1,1120,65395,232,184600,495,73,1161,600
48453002436,2021,2918,35.1,897,122,0,2448,62679,428,120600,719,142,1063,965
48453002437,2021,4905,34.2,3795,204,164,2344,102553,164,325300,622,2058,1645,2799
48453002438,2021,6682,29.8,4520,499,349,2621,71076,731,293000,1185,1919,1400,3226
48453002439,2021,3080,36.0,1460,477,0,2010,87488,156,231200,1026,131,1406,1157
48453002440,2021,6184,34.8,3645,44,98,3799,82807,361,229900,1400,570,1689,1992
48453002441,2021,5685,29.9,3101,905,100,3268,63642,607,157700,945,1125,1489,2086
48453002442,2021,2922,37.0,2135,80,0,2224,83542,432,227900,919,153,1375,1174
48453002443,2021,4375,29.2,2746,159,304,2221,48627,541,407600,146,2253,1393,2492
48453002444,2021,4093,36.9,3341,136,123,1837,66534,1014,288700,1083,826,1677,1962
48453002445,2021,6437,32.9,4777,202,239,3436,79209,143,279100,1950,589,1640,2644
48453002446,2021,1738,59.4,1593,3,27,570,119781,56,329000,657,60,2095,717
48453002447,2021,3617,28.9,2594,27,0,3035,65817,493,218200,599,270,,869
48453002448,2021,7479,34.6,3397,938,292,5160,97445,500,224200,2164,317,1091,2566
48453002449,2021,7473,33.6,2988,596,0,5862,69103,845,198500,1841,363,1193,2256
48453002450,2021,2481,38.3,933,1,76,1822,66056,200,200500,580,168,1031,825
48453002451,2021,7229,29.4,4533,432,389,3047,69158,572,283400,908,2296,1386,3398
48453002452,2021,3014,27.7,1634,41,40,2091,53077,59,158100,896,66,,962
48453002453,2021,6541,31.7,2680,544,62,4987,79677,552,185800,1632,247,1558,1937
48453002500,2021,6038,35.8,4422,173,370,1316,83804,338,480000,1087,1809,1342,3020
48453030000,2021,4227,41.9,3493,51,410,481,128839,36,671700,1377,540,1656,2189
48453030100,2021,3589,44.3,2954,312,74,515,85978,338,499400,1177,711,1378,1931
48453030200,2021,5146,38.1,4340,1,164,723,68840,171,544500,1297,1308,1248,2749
48453030300,2021,4373,40.8,4003,0,58,1415,76875,570,433800,1058,836,1307,2113
48453030400,2021,4338,38.3,3466,29,64,1666,91706,178,363000,1182,953,1392,2250
48453030500,2021,7280,39.2,5501,815,381,1046,121250,193,538500,1770,1556,1772,3438
48453030600,2021,6262,34.3,5213,148,451,897,90167,795,594200,1349,1852,1493,3372
48453030700,2021,4082,50.7,3766,0,214,246,144394,272,711600,1615,149,3501,1828
48453030800,2021,4682,32.2,3398,0,799,786,75170,526,461300,369,2194,1455,2563
48453030900,2021,7922,37.5,5997,489,102,2911,93459,756,343500,2021,1172,1853,3378
48453031000,2021,4256,45.4,3695,62,136,923,80734,136,317100,1238,835,1482,2302
48453031100,2021,5430,42.9,4091,176,309,1542,137601,931,569100,1684,66,2021,1778
48453031200,2021,6582,48.9,5011,136,632,1022,144063,323,422300,2385,382,1192,2910
48453031300,2021,4217,39.7,3270,258,337,831,116875,215,421700,957,866,1706,1889
48453031400,2021,3941,53.4,3242,28,298,481,84405,448,675500,1384,517,1605,2162
48453031500,2021,7291,42.0,6362,138,78,2000,114208,473,374000,2190,747,2341,3188
48453031600,2021,2127,45.2,1669,171,118,175,118155,153,460600,690,233,1364,1004
48453031700,2021,4606,38.5,3151,392,452,1596,66750,562,328100,1102,915,1170,2133
48453031800,2021,5242,37.2,3866,459,78,2100,71831,354,342800,1071,905,1522,2027
48453031900,2021,5719,36.7,4945,72,108,1882,92688,523,347300,1470,765,1509,2411
48453032000,2021,6612,35.8,4029,242,1493,1020,79667,319,385200,851,1996,1463,3190
48453032100,2021,5616,35.3,4088,128,281,2047,79403,260,392900,961,2127,1479,3170
48453032200,2021,2019,53.1,1799,13,66,244,151250,54,665900,767,105,1776,942
48453032300,2021,3823,30.5,2209,72,1110,753,41461,789,202500,67,2523,1193,2859
48453032400,2021,1526,30.0,834,85,269,460,75208,33,,11,993,1471,1133
48453032500,2021,4615,37.9,3646,251,200,962,66284,342,474800,989,1266,1260,2392
48453032600,2021,5879,47.7,3479,145,1696,570,187870,113,622200,2025,141,2172,2186
48453032700,2021,4464,36.7,3295,188,347,472,122500,66,428900,1384,412,1781,1887
48453032800,2021,2583,46.6,1910,51,180,476,104444,7,559100,683,457,1389,1188
48453032900,2021,8027,41.8,6006,112,719,1075,135116,233,815700,2147,1117,1446,3468
48453033000,2021,6782,40.8,6154,111,88,1782,96283,582,370200,1798,1100,1626,2986
48453033100,2021,4778,53.7,4524,37,39,391,140324,302,474500,1947,106,1979,2336
48453033200,2021,4714,37.3,3315,51,630,1771,113482,220,285300,1344,301,1946,1741
48453033300,2021,8744,40.4,6200,332,1184,1125,171432,415,537700,2729,238,2955,3083
48453033400,2021,3556,36.8,2626,183,59,1241,84196,310,325300,985,350,1934,1355
48453033500,2021,5656,42.1,4739,41,296,1845,95179,599,344600,1861,795,1875,2689
48453033600,2021,4464,50.5,3643,210,116,555,133194,24,495900,1474,290,1695,1955
48453033700,2021,2858,42.2,1666,0,633,638,154740,24,583000,771,274,1667,1073
48453033800,2021,4668,45.3,2439,410,1581,276,186111,38,560500,1475,135,1636,1714
48453033900,2021,6056,41.1,5028,65,396,642,152847,68,581900,1777,293,2118,2197
48453034000,2021,6485,43.7,4501,127,1815,493,115865,606,624300,1574,1025,1632,2754
48453034100,2021,6208,32.6,2657,431,2441,1047,73135,486,274300,633,2388,1491,3276
48453034200,2021,5465,33.3,3105,175,1808,275,78603,334,278100,389,2233,1656,2966
48453034300,2021,4236,44.6,2776,39,707,469,183523,62,557700,1363,115,2809,1478
48453034400,2021,2341,39.6,1622,0,348,615,57450,236,444700,360,953,1415,1424
48453034500,2021,2484,37.4,1498,0,888,0,160530,530,599900,774,0,,774
48453034600,2021,4493,32.6,3594,51,258,538,82665,75,675000,288,1701,1524,2172
48453034700,2021,5214,46.8,4738,33,424,1069,130853,35,412500,1732,426,2099,2315
48453034800,2021,4946,41.2,3691,360,548,927,120000,88,444800,1346,580,1605,1941
48453034900,2021,8699,36.5,7400,211,649,772,183413,97,494900,2304,411,,2715
48453035000,2021,7282,36.6,5812,447,612,1626,131657,328,620300,1677,1326,1395,3003
48453035100,2021,3931,46.4,2985,184,632,281,185750,0,664500,1185,318,,1597
48453035200,2021,3424,42.4,2893,65,166,538,96250,272,386400,1150,160,1560,1847
48453035300,2021,1476,53.2,1362,0,51,161,125785,68,726900,557,152,834,943
48453035400,2021,5074,40.9,4437,0,276,320,219837,56,652800,1485,164,3471,1667
48453035500,2021,4032,39.7,3548,0,456,193,168131,18,440800,1256,0,,1256
48453035600,2021,2044,55.7,1620,42,226,188,121068,75,549100,696,185,1033,1036
48453035700,2021,4688,37.9,4193,0,161,795,195884,223,481200,1453,80,2075,1533
48453035800,2021,3600,30.4,2622,134,365,783,116141,378,501600,939,694,1394,1833
48453035900,2021,2508,47.8,2313,13,81,140,96250,102,269900,859,40,,972
48453036000,2021,2093,46.0,1486,0,221,58,222269,19,666500,619,75,,694
48453036100,2021,4997,38.9,3191,425,514,589,186912,0,494600,1620,26,,1746
48453036200,2021,1690,42.0,1087,59,417,236,160106,0,464600,674,0,,706
48453036300,2021,1481,49.2,871,0,0,929,58688,71,162500,520,9,,595
48453036400,2021,2582,58.4,2372,51,0,256,118974,0,315500,945,13,1319,1272
48453036500,2021,6239,40.1,4132,582,1272,394,182557,395,480500,2212,13,,2418
48453036600,2021,9152,40.9,8408,90,299,1126,153390,634,600100,2606,487,1783,3244
48453036700,2021,7499,38.7,5479,87,1117,1544,198355,135,576300,2272,177,2789,2495
48453036800,2021,4207,39.8,3204,290,353,589,156469,122,450500,1323,32,,1368
48453036900,2021,4139,58.5,3526,51,101,542,145469,130,611800,1709,86,2750,1870
48453037000,2021,5600,39.4,4105,47,941,549,102183,316,512400,1569,954,1825,2713
48453037100,2021,2657,44.9,2009,158,111,567,181224,192,464700,902,18,,920
48453037200,2021,6219,33.1,5211,305,178,2430,129434,619,313800,1826,406,1849,2232
48453037300,2021,3323,44.0,3051,0,0,1030,89042,112,250800,987,236,890,1264
48453037400,2021,4234,59.8,3883,126,18,312,81034,197,325800,1732,348,,2491
48453037500,2021,1675,52.5,1558,29,14,401,83906,305,239300,648,122,960,796
48453037600,2021,3708,51.3,3341,56,28,343,99167,151,417500,1418,152,1397,2147
48453040000,2021,5951,35.8,2882,919,683,2450,41097,1675,284900,608,2221,1088,2889
48453040100,2021,4623,33.8,2201,252,81,3110,39724,1492,244800,569,1250,1082,1950
48453040200,2021,3192,35.4,1179,916,50,1520,42831,550,247500,444,1058,1140,1538
48453040300,2021,7107,28.0,3995,963,564,4704,43480,2143,188800,649,1635,1145,2424
48453040400,2021,3660,38.4,2848,232,23,738,64078,483,366800,1223,944,1154,2193
48453040500,2021,7163,32.2,3075,360,220,4512,60603,2182,405400,1219,1048,1210,2518
48453040600,2021,3828,31.3,1905,333,136,2593,45677,1019,345000,127,1207,1182,1426
48453040700,2021,7631,29.7,3957,443,12,6241,26375,3060,217400,548,2353,1083,3338
48453040800,2021,5181,35.9,3006,360,108,2832,71286,876,312900,976,1102,1349,2172
48453040900,2021,6396,30.9,3825,793,140,3866,50488,1409,350000,685,1560,1174,2442
48453041000,2021,7072,31.2,3199,1355,547,3974,49755,1551,214700,445,2012,1246,2672
48453041100,2021,1677,37.3,1164,181,186,372,76667,126,305800,466,296,1190,781
48453041200,2021,2876,31.5,1579,521,265,606,67885,394,378500,316,1048,1455,1447
48453041300,2021,4447,40.8,3268,354,241,934,113523,327,354700,1326,411,1969,1781
48453041400,2021,2873,35.1,2377,97,192,272,61250,291,368600,496,1013,1241,1552
48453041500,2021,3177,37.1,1594,1079,7,913,61896,295,301800,549,782,1138,1360
48453041600,2021,8615,36.0,5566,893,280,4936,61409,1029,251800,1587,1496,1364,3181
48453041700,2021,2732,40.6,1666,287,145,783,89265,196,305600,836,242,1751,1094
48453041800,2021,4056,33.5,2277,865,257,1393,55551,689,256000,544,1259,1246,1851
48453041900,2021,3673,36.4,2619,75,358,1251,67628,183,324300,969,782,1264,1799
48453042000,2021,2697,43.6,2131,38,352,332,118013,126,385900,1057,103,2132,1181
48453042100,2021,4807,36.5,2168,928,553,1231,75000,397,292900,848,1300,1670,2224
48453042200,2021,3838,32.7,2302,333,721,1048,56747,214,226300,372,1693,1230,2259
48453042300,2021,4082,34.1,2559,335,185,1475,101926,433,294800,1207,409,1683,1635
48453042400,2021,10718,35.3,5387,2417,1667,2349,115614,305,279800,3371,348,1248,3946
48453042500,2021,6059,33.5,3297,1086,646,1564,103889,109,308000,1813,273,2057,2153
48453042600,2021,3779,41.4,2672,455,90,1678,52304,759,172600,843,901,1327,1853
48453042700,2021,4920,34.1,3426,354,177,2204,90507,226,219000,1464,291,2048,1755
48453042800,2021,7653,36.1,4968,1374,443,2170,106500,663,283600,1494,1104,1621,2639
48453042900,2021,3477,34.4,1415,1184,439,868,43721,821,,0,1935,1111,2060
48453043000,2021,3234,31.9,2074,445,314,912,53750,414,198500,257,1663,1280,2225
48453043100,2021,2705,33.3,1784,148,92,1836,39225,385,217200,314,753,1095,1151
48453043200,2021,2962,29.9,1869,410,65,1923,40175,664,187100,378,876,988,1360
48453043300,2021,3385,30.0,1709,538,113,2363,36622,671,187000,305,995,1232,1401
48453043400,2021,4998,32.4,1790,608,138,3317,42813,1078,,132,2016,1199,2292
48453043500,2021,6549,34.5,3672,409,1767,1482,75112,1137,272500,1314,1180,1451,2641
48453043600,2021,4747,32.3,2146,847,98,2683,78222,237,208600,577,1165,1375,1875
48453043700,2021,2622,30.0,1587,246,573,996,97618,318,215200,271,937,1345,1242
48453043800,2021,3905,35.5,1733,504,159,2209,74961,195,232000,1110,392,1377,1638
48453043900,2021,6419,31.8,2619,1310,1477,1702,75781,296,264600,1151,1637,1350,3012
48453044000,2021,5116,24.7,2917,963,224,2257,57233,1066,234500,481,885,1600,1418
48453044100,2021,2253,38.4,1344,288,538,202,79956,271,207800,691,303,1683,1061
48453044200,2021,4839,27.3,2023,921,376,1448,76539,302,292800,295,1876,1362,2420
48453044300,2021,6198,32.4,3385,1090,174,3736,83318,312,201700,1489,495,1339,2071
48453044400,2021,5863,38.1,3828,604,645,2895,88615,203,256900,1618,373,1919,2039
48453044500,2021,5236,40.9,1533,1915,674,1278,84488,97,300300,1467,147,1354,1656
48453044600,2021,4857,28.0,1788,1551,915,1624,85560,329,237100,1178,296,1709,1614
48453044700,2021,2177,36.3,1388,148,22,1417,92925,0,148000,519,87,,606
48453044800,2021,3960,33.2,2097,182,203,2573,63787,560,143400,1193,276,1293,1538
48453044900,2021,11025,34.5,4889,859,909,7836,77917,2445,210100,2705,770,1232,3518
48453045000,2021,2350,31.5,927,475,415,729,68309,72,227000,579,571,1537,1150
48453045100,2021,3396,35.8,2374,572,223,405,84063,173,306900,592,875,1401,1488
48453045200,2021,3922,38.0,1992,392,878,944,113594,152,275500,1059,564,1517,1723
48453045300,2021,3696,29.1,2467,189,672,1031,68041,413,,36,2374,1478,2619
48453045400,2021,5846,30.3,3975,187,994,1027,101822,571,,0,3937,1620,4584
48453045500,2021,4454,39.1,3373,952,0,985,65291,1129,281500,406,1574,1436,2163
48453045600,2021,4375,36.8,2234,360,1383,1036,110596,359,351200,1091,876,1420,2076
48453045700,2021,3044,39.1,1536,617,268,1272,73258,264,316100,551,1096,1258,1647
48453045800,2021,4043,27.3,2852,89,128,2931,79115,1550,180300,865,52,,1028
48453045900,2021,12514,28.9,6143,2176,103,7514,94207,701,231900,3030,322,1837,3514
48453046000,2021,5143,37.0,3146,796,542,1492,77905,140,256100,782,725,1327,1570
48453046100,2021,5817,35.9,2771,1440,487,1664,91061,144,355400,1468,1052,1476,2664
48453046200,2021,7076,34.5,4472,1035,714,2318,115434,306,268600,1641,863,1425,2755
48453046300,2021,1966,28.7,950,407,0,611,114601,407,285900,355,211,2049,678
48453046400,2021,2915,44.5,1643,460,266,874,92961,177,247900,1176,135,1871,1397
48453046500,2021,3376,32.9,2289,379,267,1180,54828,738,259100,394,1073,1281,1551
48453046600,2021,11134,35.3,3211,408,948,7453,117010,0,323800,2802,53,,2915
48453046700,2021,3668,39.9,2031,854,141,931,153886,166,332200,937,181,1868,1118
48453046800,2021,10026,35.0,6877,784,1032,2410,160183,270,353200,2734,318,1615,3094
48453046900,2021,7898,38.5,5016,1556,469,1740,129840,0,299400,2569,209,1844,2778
48453047000,2021,1591,39.6,1363,1,0,17,149917,4,267500,477,0,,477
48453980000,2021,0,-666666666.0,0,0,0,0,,0,,0,0,,0
48453000101,2022,4494,40.5,3916,0,169,360,131713,351,668100,1377,909,1837,2475
48453000102,2022,2155,55.2,1957,11,91,133,224688,118,1158800,942,36,1800,1122
48453000203,2022,3020,24.7,1997,337,336,457,88968,395,,10,1040,2024,1112
48453000204,2022,2593,38.0,2080,65,140,426,115375,322,847200,697,618,1430,1560
48453000205,2022,4549,32.6,3582,94,224,943,69314,219,616100,575,2087,1677,2693
48453000206,2022,3906,36.5,3175,90,155,629,97123,899,736900,927,869,1229,1952
48453000302,2022,5474,31.1,3326,191,765,1607,58235,1181,676300,689,2476,1292,3523
48453000304,2022,3054,31.7,2357,39,170,588,97500,298,731100,434,1160,1618,1676
48453000305,2022,3529,31.2,2922,53,119,552,72101,337,549400,562,1303,1549,1989
48453000307,2022,1875,36.3,1567,42,66,278,119896,123,666800,519,315,1876,881
48453000308,2022,2258,36.8,1367,82,381,474,67650,251,605600,536,513,1446,1090
48453000309,2022,5267,34.1,3778,228,483,1022,126118,262,611300,1194,1534,1852,2913
48453000401,2022,4516,26.7,3074,219,446,973,82500,960,588400,506,1548,1901,2321
48453000402,2022,3207,34.6,2124,466,117,882,71489,628,577700,599,1188,1461,1803
48453000500,2022,3931,27.2,3394,49,249,446,57447,1290,723800,489,1617,1443,2386
48453000601,2022,10105,19.8,5577,1921,1215,2518,15545,560,,10,405,1215,458
48453000605,2022,2779,21.3,1992,92,249,682,9060,1806,,133,1150,1488,1549
48453000606,2022,4553,21.1,2685,123,1213,979,10212,2900,222900,50,1624,1467,2027
48453000607,2022,3038,20.8,1843,176,665,642,14231,1404,273200,200,1162,1284,1582
48453000608,2022,3627,20.1,1439,447,985,955,3794,1605,,0,863,1283,1030
48453000700,2022,1321,29.8,949,25,225,252,72321,418,478800,352,474,1378,894
48453000801,2022,2000,40.7,1386,92,44,777,97596,333,567300,619,240,,971
48453000802,2022,3912,34.0,2533,938,18,1314,69904,1426,639800,547,912,372,1586
48453000803,2022,3300,33.4,2014,710,134,602,82961,361,609500,871,966,1848,1915
48453000804,2022,2607,33.9,1386,779,31,679,64554,850,530500,467,605,1155,1181
48453000901,2022,3171,29.5,2068,251,122,1090,108377,475,622800,461,923,2199,1434
48453000902,2022,6016,34.2,3783,324,237,2336,87125,1073,458900,1189,2454,1899,4074
48453001000,2022,3291,38.4,2517,46,77,1063,89036,375,643300,879,656,2033,1682
48453001101,2022,1755,34.8,1165,151,51,553,101936,556,462500,178,669,1890,877
48453001102,2022,3571,42.1,3082,0,296,93,167866,194,,1132,1248,2987,2695
48453001103,2022,3522,49.7,2774,98,206,757,161576,294,513100,1078,1255,2911,2581
48453001200,2022,6842,35.0,5695,39,477,836,146000,279,1040600,1687,2593,2454,4560
48453001304,2022,3966,36.4,3543,53,152,378,118961,120,730900,1033,1070,1850,2145
48453001307,2022,5081,35.3,4400,23,159,1857,73047,1481,615700,786,1501,1392,2370
48453001308,2022,3191,32.0,2215,95,167,1199,99609,215,596600,604,1145,1662,1796
48453001309,2022,2897,38.9,2681,0,51,445,144464,42,848100,772,750,2449,1671
48453001310,2022,3908,31.0,3183,141,183,832,95781,446,1024400,502,1934,2014,2658
48453001311,2022,1379,35.4,1079,218,21,206,106458,99,1125000,147,864,1776,1159
48453001312,2022,4732,36.6,3520,414,65,1045,102600,168,904800,999,1302,1377,2580
48453001401,2022,2597,34.7,2149,78,141,258,101012,230,749100,559,997,2106,1846
48453001402,2022,2200,40.0,1589,109,140,409,82212,84,981800,776,482,1509,1495
48453001403,2022,1477,30.9,1161,40,17,370,78036,123,589900,296,512,1328,848
48453001501,2022,5799,43.0,4939,89,251,810,136650,102,696500,1921,434,1567,2546
48453001503,2022,5214,30.8,3104,337,673,1477,91813,524,533100,699,1968,1768,2930
48453001504,2022,6729,34.7,4947,24,427,1413,102857,416,589900,1205,1937,1730,3253
48453001505,2022,4702,39.7,3854,143,108,854,93565,164,683700,1169,1301,1442,2541
48453001602,2022,2892,31.7,2111,53,478,602,78583,245,804300,437,1108,1300,1754
48453001603,2022,4390,41.6,3763,21,257,506,194500,195,1279400,1423,267,1819,1946
48453001604,2022,4111,47.4,3676,79,22,426,233875,91,1390000,1478,201,2147,1867
48453001605,2022,4712,41.4,4375,98,0,180,110394,403,1457500,1180,1158,1734,2469
48453001606,2022,86,46.5,40,24,0,24,,56,,0,5,,5
48453001910,2022,4753,39.6,3874,135,308,671,150363,153,1088100,991,838,2088,2038
48453001911,2022,3018,30.6,2340,48,298,699,87925,137,,123,1693,1725,2061
48453001912,2022,4324,48.4,3253,230,469,182,192569,267,1472700,1057,547,2187,1738
48453001913,2022,4937,44.0,4265,0,410,301,250001,178,1382100,1641,100,3501,1834
48453001914,2022,5926,43.3,4823,42,362,758,127750,150,707600,1551,1249,1989,3076
48453001915,2022,3154,34.5,2430,44,361,311,89279,294,609800,194,1555,1921,1836
48453001916,2022,3135,42.8,2394,68,246,380,250001,194,995900,947,33,,993
48453001917,2022,4440,43.0,3594,0,503,443,211042,250,967400,1390,169,3029,1559
48453001918,2022,2650,51.4,2434,14,123,396,200536,117,1393100,841,120,1472,1060
48453001919,2022,3799,44.7,3133,0,425,648,240368,200,1420900,1121,144,3401,1306
48453001920,2022,6857,32.2,5248,300,609,2635,87973,1146,510700,1125,1645,1636,2875
48453001921,2022,3693,56.8,3551,15,77,110,231500,141,1425700,1353,301,1984,1812
48453001922,2022,2123,36.1,1588,15,139,240,78767,319,801300,453,901,1731,1426
48453001923,2022,3422,36.8,2590,28,0,788,116667,389,742600,829,1195,1626,2051
48453002002,2022,2793,36.9,2272,18,45,714,102500,225,502000,841,447,1807,1375
48453002003,2022,3576,34.0,2593,206,41,1551,70147,585,399600,569,1031,1454,1639
48453002004,2022,3011,31.7,1975,113,198,822,60732,644,421000,203,1827,1601,2160
48453002006,2022,2363,29.8,2078,20,21,862,66946,438,538700,138,1161,1431,1501
48453002007,2022,2504,30.6,1955,128,70,538,84773,146,612300,494,936,1672,1440
48453002104,2022,2589,37.0,2141,80,28,623,112083,342,452700,733,424,1711,1198
48453002105,2022,4818,33.4,2153,876,78,2487,50078,1254,386000,327,1844,1201,2347
48453002106,2022,3012,42.3,1772,116,111,1104,117125,235,416900,1063,236,1580,1342
48453002107,2022,4884,35.6,2928,520,62,2255,94812,477,408400,1195,567,1446,1800
48453002108,2022,4251,30.9,1357,1421,221,1517,46850,868,417300,743,1154,1289,2124
48453002109,2022,4121,35.7,2456,1007,109,757,105819,576,447400,1015,736,1494,1799
48453002110,2022,4037,32.7,1440,1103,103,1489,86944,898,453500,724,678,1652,1576
48453002111,2022,4835,37.1,3196,122,91,2786,84201,741,444700,1021,1044,1551,2214
48453002112,2022,6244,32.4,3228,1255,310,3087,56029,1337,424200,717,1429,1304,2332
48453002113,2022,3564,39.4,2066,512,70,883,117014,351,460300,990,328,1491,1365
48453002201,2022,2720,29.0,459,833,40,1419,66136,624,317400,443,373,1588,834
48453002211,2022,4700,33.9,2042,726,88,2992,93472,322,256200,1022,494,1552,1545
48453002213,2022,4776,31.3,1674,493,106,3244,82227,1256,242200,1306,237,,1577
48453002214,2022,3986,34.6,1640,668,31,2283,74388,476,,775,85,1832,875
48453002215,2022,3646,27.8,721,352,102,2776,68379,939,228100,924,141,1187,1179
48453002216,2022,9411,37.5,4163,791,277,5491,93667,478,252000,2976,549,2150,3580
48453002217,2022,6160,31.5,2606,1674,55,2981,98576,429,254400,1700,172,1586,2100
48453002218,2022,5019,32.3,1640,1463,0,2409,100868,377,267800,1388,314,1683,1745
48453002219,2022,6591,35.6,3072,514,85,4146,83553,1089,239800,1831,193,1443,2083
48453002220,2022,3342,30.1,1074,586,0,2376,47027,369,,265,664,1238,947
48453002221,2022,2167,34.1,337,276,0,1747,88500,287,,366,350,1359,821
48453002222,2022,3138,31.3,435,789,132,2056,58405,143,246900,593,534,1659,1127
48453002304,2022,3850,30.2,2830,60,199,1180,101058,137,573500,72,2698,1843,2959
48453002307,2022,4844,36.0,3088,443,215,1404,54338,1203,395300,598,2216,1251,2881
48453002310,2022,2858,27.6,965,87,0,2384,56214,201,89900,500,434,1188,1022
48453002313,2022,3730,29.2,1912,594,151,1698,51175,944,385100,275,1586,1396,2013
48453002314,2022,5527,30.0,3596,544,80,3026,61875,986,305100,189,2650,1378,3071
48453002315,2022,2622,31.4,1134,301,142,1479,47314,500,243000,327,1225,1246,1654
48453002316,2022,4563,26.5,2092,762,268,2274,44300,1021,,12,2286,1288,2445
48453002319,2022,2340,34.5,885,675,24,842,,101,,0,0,,0
