CASE_NUMBER,Meeting_Date,Agenda_Item,Body,Description,Source,Item_URL
C14-2020-0064,2020-08-27T00:00:00.000,111,Austin City Council,C14-2020-0064 - 6007 IH 35 Residences - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 6007 North IH 35 Service Road Northbound (Ta,akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200827-REG.htm#111
C14-2015-0061,2015-11-12T00:00:00.000,60,Austin City Council,C14-2015-0061 � Townbridge Homes Rezoning � District 2 � Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 7513 and 7603 Cooper La,akgy-tbxy,http://austintexas.gov/department/city-council/2015/20151112-REG.htm#060
C14-2013-0021,2014-02-13T00:00:00.000,72,Austin City Council,C14-2013-0021 - Tomlinson's Feed & Pets Rezoning - Conduct a public hearing and approve an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 4914 Bennett Avenue (Boggy Cr,akgy-tbxy,http://austintexas.gov/department/city-council/2014/20140213-REG.htm#072
C14-2017-0056,2017-06-15T00:00:00.000,96,Austin City Council,"C14-2017-0056 � Howard Lane Tract, Part 2 - District 1 - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 13000 Block of E. Howard La",akgy-tbxy,http://austintexas.gov/department/city-council/2017/20170615-REG.htm#096
C14H-05-0017,2007-03-01T00:00:00.000,52,Austin City Council,C14H-05-0017 - Baugh-Colby House - Approve third reading of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1102 Enfield Road (Shoal Creek Watershed) f,akgy-tbxy,http://austintexas.gov/department/city-council/2007/20070301-REG.htm#052
C14-2008-0240,2009-01-29T00:00:00.000,44,Austin City Council,C14-2008-0240 - 4701 N. IH-35 - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 4701 North IH-35 SVRD NB (also kno,akgy-tbxy,http://austintexas.gov/department/city-council/2009/20090129-REG.htm#044
C14-2018-0027,2019-10-17T00:00:00.000,47,Austin City Council,C14-2018-0027 E. Riverside Dr. and S. Pleasant Valley Rd. Tracts 3 & 5 - Approve third reading of an ordinance amending City Code Title 25 by rezoning property locally known as 4700 East Riverside Dri,akgy-tbxy,http://austintexas.gov/department/city-council/2019/20191017-REG.htm#047
C14-05-0090,2005-09-01T00:00:00.000,Z005,Austin City Council,C14-05-0090 - Wireless Toyz - City Initiated - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 5700 North Lamar Bl,akgy-tbxy,http://austintexas.gov/department/city-council/2005/20050901-REG.htm#Z005
C14H-05-0025,2005-12-15T00:00:00.000,92,Austin City Council,C14H-05-0025 Miller House - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 900 Rio Grande Street from general office ,akgy-tbxy,http://austintexas.gov/department/city-council/2005/20051215-REG.htm#092
C814-2018-0121,2020-12-10T00:00:00.000,87,Austin City Council,C814-2018-0121 - 218 S. Lamar - Conduct a public hearing and approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known as 218 South Lamar Bouleva,akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201210-REG.htm#087
C14-2008-0183.SH,2009-04-23T00:00:00.000,78,Austin City Council,C14-2008-0183.SH - Lexington Parke - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as North of Pearce Lane and East,akgy-tbxy,http://austintexas.gov/department/city-council/2009/20090423-REG.htm#078
C14-2017-0040,2017-06-08T00:00:00.000,53,Austin City Council,C14-2017-0040 - Creastle .43 - District 5 - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 9618 Manchaca Road (Slaughter Creek Wate,akgy-tbxy,http://austintexas.gov/department/city-council/2017/20170608-REG.htm#053
C14-05-0170,2005-12-15T00:00:00.000,87,Austin City Council,C14-05-0170 - Pecan Park Condominiums - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 10701-10807 Pecan Park Bouleva,akgy-tbxy,http://austintexas.gov/department/city-council/2005/20051215-REG.htm#087
C814-90-0003.13,2005-12-15T00:00:00.000,88,Austin City Council,C814-90-0003.13 - Harris Branch PUD Amendment #13 - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property located at 1375 U.S. Highway 290 Ea,akgy-tbxy,http://austintexas.gov/department/city-council/2005/20051215-REG.htm#088
C14-2012-0046,2012-10-18T00:00:00.000,84,Austin City Council,C14-2012-0046 - 135 W. Slaughter Lane - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 135 West Slaughter Lane (S,akgy-tbxy,http://austintexas.gov/department/city-council/2012/20121018-REG.htm#084
C14-2013-0083,2014-05-15T00:00:00.000,41,Austin City Council,C14-2013-0083 - 2416 E. 6th Street - Approve second/third readings of an ordinance amending City Code Chapter 25-2 by rezoning property locally known as 2416 East 6th Street (Lady Bird Lake Watershed),akgy-tbxy,http://austintexas.gov/department/city-council/2014/20140515-REG.htm#041
C14-04-0203,2005-02-10T00:00:00.000,Z001,Austin City Council,C14-04-0203 - Twin Liquors at Slaughter - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 9300 South IH-35 Service,akgy-tbxy,http://austintexas.gov/department/city-council/2005/20050210-REG.htm#Z001
C14-2009-0098,2009-12-17T00:00:00.000,132,Austin City Council,C14-2009-0098 - Apogee Workshop - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 9704 Swansons Ranch Road (Slaugh,akgy-tbxy,http://austintexas.gov/department/city-council/2009/20091217-REG.htm#132
C14-2013-0032,2013-10-03T00:00:00.000,70,Austin City Council,C14-2013-0032 - Clawson Patio Homes II - Approve third reading of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 3903 Clawson Road (West Bouldin Creek,akgy-tbxy,http://austintexas.gov/department/city-council/2013/20131003-REG.htm#070
C14-2007-0144,2008-08-21T00:00:00.000,49,Austin City Council,C14-2007-0144 - 800 West Avenue - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 800 West Avenue (Shoal Creek Watersh,akgy-tbxy,http://austintexas.gov/department/city-council/2008/20080821-REG.htm#049
C14-06-0190,2006-11-30T00:00:00.000,57,Austin City Council,C14-06-0190 - Block 21 - City Initiated - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 310 West 2nd Street (Tow,akgy-tbxy,http://austintexas.gov/department/city-council/2006/20061130-REG.htm#057
C14-06-0111,2006-07-27T00:00:00.000,143,Austin City Council,C14-06-0111 - First Pentecostal Church of Austin - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 7440 Ed Blueste,akgy-tbxy,http://austintexas.gov/department/city-council/2006/20060727-REG.htm#143
C14-2018-0044,2018-06-28T00:00:00.000,107,Austin City Council,C14-2018-0044 - First Citizens Bank - District 10 - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 4101 Marathon Boulevard (Waller ,akgy-tbxy,http://austintexas.gov/department/city-council/2018/20180628-REG.htm#107
C14-2008-0182,2009-03-12T00:00:00.000,36,Austin City Council,C14-2008-0182 - North Burnet/Gateway Neighborhood Plan Rezonings - City Initiated - Conduct a public hearing and approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City ,akgy-tbxy,http://austintexas.gov/department/city-council/2009/20090312-REG.htm#036
C14H-06-0006,2006-06-08T00:00:00.000,119,Austin City Council,C14H-06-0006 - Bolden-Higgins House - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1710 W. 10th Street (Shoal C,akgy-tbxy,http://austintexas.gov/department/city-council/2006/20060608-REG.htm#119
C14-2020-0040,2020-08-27T00:00:00.000,93,Austin City Council,C14-2020-0040 - New Lot - Approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known as 11833 Buckner Road (Lake Travis Watershed). Applicant Requ,akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200827-REG.htm#093
NPA-2009-0016.01,2010-04-29T00:00:00.000,73,Austin City Council,"NPA-2009-0016.01 - Leija Villa - Conduct a public hearing and approve an ordinance amending Ordinance No. 20030327-12, the Govalle/Johnston Terrace Neighborhood Plan, an element of the Austin Tomorrow",akgy-tbxy,http://austintexas.gov/department/city-council/2010/20100429-REG.htm#073
C14H-04-0017,2004-12-02T00:00:00.000,Z009,Austin City Council,"C14H-04-0017 - Conduct a public hearing and approve first reading of an ordinance amending Chapter 25-2 of the Austin City Code by zoning property locally known as the Costley-Goins House, 1157 San Be",akgy-tbxy,http://austintexas.gov/department/city-council/2004/20041202-REG.htm#Z009
C14-04-0035,2004-07-29T00:00:00.000,Z010,Austin City Council,C14-04-0035 - Eppright 12-Acre Tract - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by zoning property locally known as 9300-9800 Block of R.M. 620 R,akgy-tbxy,http://austintexas.gov/department/city-council/2004/20040729-REG.htm#Z010
NPA-2011-0016.01,2012-01-12T00:00:00.000,80,Austin City Council,NPA-2011-0016.01 - Southern Walnut Creek Hike and Bike Trail- Conduct a public hearing and approve an ordinance amending Ordinance No. 20030327-12 of the Govalle/Johnston Terrace Combined Neighborhood,akgy-tbxy,http://austintexas.gov/department/city-council/2012/20120112-REG.htm#080
C14-2011-0006,2011-07-28T00:00:00.000,129,Austin City Council,C14-2011-0006 - 701 & 711 West 7th St. Rezoning - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 701 and 711 West,akgy-tbxy,http://austintexas.gov/department/city-council/2011/20110728-REG.htm#129
NPA-2008-0009.01,2008-11-06T00:00:00.000,72,Austin City Council,"NPA-2008-0009.01 - Central East Austin Neighborhood Plan Amendment - Approve second/third readings of an ordinance amending Ordinance No. 011213-41, the Central East Austin Neighborhood Plan, an eleme",akgy-tbxy,http://austintexas.gov/department/city-council/2008/20081106-REG.htm#072
C14-2020-0071,2020-09-03T00:00:00.000,35,Austin City Council,C14-2020-0071 - 2108 Prather Lane Rezoning - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 2108 Prather Lane (West Bouldin Creek W,akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200903-REG.htm#035
C814-88-0001.09,2007-03-22T00:00:00.000,59,Austin City Council,C814-88-0001.09 - Davenport West Ranch PUD Amendment - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 3300-3328 B,akgy-tbxy,http://austintexas.gov/department/city-council/2007/20070322-REG.htm#059
C14-05-0151,2006-08-09T00:00:00.000,4,Austin City Council,C14-05-0151 - Flex 15 - Approve second reading of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 8420 Longview Road (Williamson Creek Watershed-Barton,akgy-tbxy,http://austintexas.gov/department/city-council/2006/20060809-SPEC.htm#004
C14-2008-0232,2009-04-23T00:00:00.000,73,Austin City Council,C14-2008-0232 - Downstream 973 - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by zoning and rezoning property locally known as 3026 South FM 973 Road (Co,akgy-tbxy,http://austintexas.gov/department/city-council/2009/20090423-REG.htm#073
C14-2015-0119,2017-01-26T00:00:00.000,69,Austin City Council,"C14-2015-0119 - Neal Mixed Use Zoning - District 9 - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 1507, 1509, 1511, 1601 and 1603",akgy-tbxy,http://austintexas.gov/department/city-council/2017/20170126-REG.htm#069
C14-2008-0150,2008-10-23T00:00:00.000,78,Austin City Council,C14-2008-0150 - 808 Nueces - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 808 Nueces Street (Shoal Creek Waters,akgy-tbxy,http://austintexas.gov/department/city-council/2008/20081023-REG.htm#078
C14-2012-0070,2013-02-14T00:00:00.000,62,Austin City Council,C14-2012-0070 - Drink. Well. Rezone - Approve third reading of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 207 East 53rd Street (Waller Creek Water,akgy-tbxy,http://austintexas.gov/department/city-council/2013/20130214-REG.htm#062
C14-2011-0141,2013-05-23T00:00:00.000,89,Austin City Council,C14-2011-0141 - Peaceful Hill Condominiums - Approve third reading of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 8107 Peaceful Hill Lane and 501 H,akgy-tbxy,http://austintexas.gov/department/city-council/2013/20130523-REG.htm#089
C14-2012-0032,2012-10-11T00:00:00.000,99,Austin City Council,C14-2012-0032 - Del Curto Homes - Conduct a public hearing and approve an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 2905 Del Curto Road and 1814 Lig,akgy-tbxy,http://austintexas.gov/department/city-council/2012/20121011-REG.htm#099
C14-2020-0026,2020-10-15T00:00:00.000,68,Austin City Council,C14-2020-0026 - Texas International Education Consortium - Conduct a public hearing and approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known,akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201015-REG.htm#068
