CASE_NUMBER,Meeting_Date,backup_links,document_count
C14-2012-0083,2013-05-23T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=190938""}, {""title"": ""Ordinance No. 20130606-063"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=190938""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=190559""}, {""title"": ""20130606-063, Agenda Backup: Ordinance (C14-2012-0083)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=190559""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=190558""}, {""title"": ""20130606-063, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=190558""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=190561""}, {""title"": ""20130606-063, Agenda Backup: Restrictive Covenant (C14-2012-0083)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=190561""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=190560""}, {""title"": ""20130606-063, Agenda Backup: Staff Report (C14 2012 0083)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=190560""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=191002""}, {""title"": ""20130606-063, Agenda Late Backup"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=191002""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=192101""}, {""title"": ""20130606-063, Restrictive Covenant"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=192101""}]",14
C14-2019-0163,2020-02-20T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=337631""}, {""title"": ""Ordinance No. 20200312-058"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=337631""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=336720""}, {""title"": ""20200312-058, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=336720""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=336721""}, {""title"": ""20200312-058, Agenda Backup: Recommendation for Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=336721""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=336719""}, {""title"": ""20200312-058, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=336719""}]",8
NPA-2019-0005.03,2019-11-14T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=330741""}, {""title"": ""20191114-089, Agenda Backup: Applicant Withdrawal Memo"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=330741""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=330742""}, {""title"": ""20191114-089, Agenda Backup: Recommendation for Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=330742""}]",4
NPA-2011-0025.02,2011-12-15T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=161885""}, {""title"": ""20111215-078, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=161885""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=161886""}, {""title"": ""20111215-078, Agenda Backup: Staff Report (NPA 2011 0025.02)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=161886""}]",4
C14-2016-0021,2017-01-26T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=268561""}, {""title"": ""20161215-079, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=268561""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=268562""}, {""title"": ""20161215-079, Agenda Backup: Request for Postponement"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=268562""}]",4
C14-2012-0054,2012-08-02T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=176781""}, {""title"": ""20120927-117, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=176781""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=176782""}, {""title"": ""20120927-117, Agenda Backup: Staff Memo (c14 2012 0052 0053 0054)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=176782""}]",4
C14-2009-0031,2009-11-05T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=132251""}, {""title"": ""20091210-051, Agenda Backup (Draft Ordinance)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=132251""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=132430""}, {""title"": ""20091210-051, Agenda Backup (Recommendation for Council Action)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=132430""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=132253""}, {""title"": ""20091210-051, Agenda Backup (Staff Report)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=132253""}]",6
C14-2019-0109,2020-02-06T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=332329""}, {""title"": ""20191205-093, Agenda Backup: Neighborhood Postponement"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=332329""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=332000""}, {""title"": ""20191205-093, Agenda Backup: Recommendation for Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=332000""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=331999""}, {""title"": ""20191205-093, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=331999""}]",6
C14H-2014-0011,2014-12-11T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223958""}, {""title"": ""Ordinance No. 20141211-179"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223958""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223181""}, {""title"": ""20141211-179, Agenda Backup: Ordinance (C14H-2014-0011)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223181""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223180""}, {""title"": ""20141211-179, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223180""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223182""}, {""title"": ""20141211-179, Agenda Backup: Staff Report (C14H-2014-0011)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=223182""}]",8
NPA-2011-0009.02,2012-04-05T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=168206""}, {""title"": ""Ordinance No. 20120405-071"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=168206""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=166272""}, {""title"": ""20120405-071, Agenda Backup: Ordinance (npa 2011 0009.02)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=166272""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=166270""}, {""title"": ""20120405-071, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=166270""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=166271""}, {""title"": ""20120405-071, Agenda Backup: Staff Report (npa 2011 0009 02)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=166271""}]",8
NPA-2014-0029.01,2015-04-02T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=221867""}, {""title"": ""20141120-155, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=221867""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=221868""}, {""title"": ""20141120-155, Agenda Backup: Staff Report (NPA-2014-0029-01)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=221868""}]",4
C814-95-0002.09,2010-09-30T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144076""}, {""title"": ""Ordinance No. 20100930-041"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=144076""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=143613""}, {""title"": ""20100930-041, Agenda Backup (Draft Ordinance)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=143613""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=143688""}, {""title"": ""20100930-041, Agenda Backup (Recommendation for Council Action)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=143688""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=143612""}, {""title"": ""20100930-041, Agenda Backup (Staff Report)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=143612""}]",8
NPA-2016-0016.01,2017-09-28T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=288551""}, {""title"": ""20171207-075, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=288551""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=288661""}, {""title"": ""20171207-075, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=288661""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=288552""}, {""title"": ""20171207-075, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=288552""}]",6
C14-2018-0122,2018-12-13T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=312816""}, {""title"": ""Ordinance No. 20181213-079"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=312816""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=311911""}, {""title"": ""20181213-079, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=311911""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=311647""}, {""title"": ""20181213-079, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=311647""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=311524""}, {""title"": ""20181213-079, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=311524""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=312070""}, {""title"": ""20181213-079, Agenda Backup: ZAP Summary Action Sheet"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=312070""}]",10
C14H-2018-0015,2018-05-10T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=299334""}, {""title"": ""Ordinance No. 20180510-079"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=299334""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=298260""}, {""title"": ""20180510-079, Agenda Backup: Draft Ordinance"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=298260""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=297740""}, {""title"": ""20180510-079, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=297740""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=297643""}, {""title"": ""20180510-079, Agenda Backup: Staff Report"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=297643""}]",8
C14-2016-0097,2017-01-26T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=267863""}, {""title"": ""20161208-039, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=267863""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=267864""}, {""title"": ""20161208-039, Agenda Backup: Request for Postponement"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=267864""}]",4
C14-2017-0096,2017-11-02T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=286737""}, {""title"": ""20171102-015, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=286737""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=286711""}, {""title"": ""20171102-015, Agenda Backup: Staff Request for Indefinite Postponement"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=286711""}]",4
C14-2013-0076,2013-10-03T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=199103""}, {""title"": ""Ordinance No. 20131003-078"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=199103""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=198009""}, {""title"": ""20131003-078, Agenda Backup: Ordinance (C14 2013 0076)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=198009""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=198007""}, {""title"": ""20131003-078, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=198007""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=198008""}, {""title"": ""20131003-078, Agenda Backup: Staff Report (C14 2013 0076)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=198008""}]",8
C14-2015-0035,2015-05-14T00:00:00.000,"[{""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=232076""}, {""title"": ""Ordinance No. 20150514-023"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=232076""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=231099""}, {""title"": ""20150514-023, Agenda Backup: Ordinance (C14-2015-0035)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=231099""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=231097""}, {""title"": ""20150514-023, Agenda Backup: Recommendation for Council Action"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=231097""}, {""title"": """", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=231098""}, {""title"": ""20150514-023, Agenda Backup: Staff Report (C14-2015-0035)"", ""url"": ""https://services.austintexas.gov/edims/document.cfm?id=231098""}]",8
